brand,fuel_type,model_date,vehicle_transmission,Car_name,Year,Location,mileage_from_odometer_km,vehicle_engine_cc,price_usd
Toyota,Petrol,2012.0,Manual,Aygo ,2012,Islamabad,68000.0,1000.0,5762.21
Honda,Petrol,2015.0,Automatic,City ,2015,Lahore,150000.0,1300.0,9042.23
Toyota,Petrol,2015.0,Automatic,Corolla ,2015,Rawalpindi,110000.0,1300.0,11879.01
Nissan,Petrol,2004.0,Automatic,March ,2004,Karachi,100000.0,1000.0,3723.27
Honda,Petrol,2021.0,Automatic,Civic ,2021,Islamabad,20500.0,1800.0,22250.98
Suzuki,Petrol,2008.0,Manual,Cultus ,2008,Islamabad,25025.0,1000.0,3634.62
Honda,Petrol,2018.0,Manual,City ,2018,Rawalpindi,88000.0,1300.0,11169.82
Honda,Petrol,2018.0,Automatic,Civic ,2018,Rawalpindi,70000.0,1800.0,17694.41
Honda,Petrol,2004.0,Manual,Civic ,2004,Lahore,107000.0,1500.0,4964.36
Honda,Petrol,2003.0,Manual,Civic ,2003,Rawalpindi,150000.0,1600.0,4822.52
Suzuki,Petrol,2022.0,Manual,Alto ,2022,Lahore,21000.0,660.0,7730.22
Toyota,Petrol,2010.0,Manual,Corolla ,2010,Mian,82000.0,1300.0,8687.64
Suzuki,Petrol,2018.0,Manual,R ,2018,Multan,23000.0,1000.0,7978.44
Suzuki,Petrol,2015.0,Manual,Mehran ,2015,Islamabad,65000.0,800.0,4077.87
Suzuki,Petrol,2012.0,Manual,Alto ,2012,Lahore,118000.0,1000.0,4077.87
Toyota,Hybrid,2015.0,Automatic,Aqua ,2015,Peshawar,119200.0,1500.0,13829.3
Honda,Petrol,2019.0,Automatic,City ,2019,Lahore,43000.0,1500.0,13474.7
Toyota,Petrol,2013.0,Manual,Corolla ,2013,Lahore,180000.0,1300.0,8864.93
Suzuki,Petrol,2022.0,Automatic,Alto ,2022,Lahore,20000.0,660.0,9219.53
Daihatsu,Petrol,2013.0,Automatic,Mira ,2013,Lahore,50000.0,660.0,7623.84
Toyota,Petrol,2007.0,Automatic,Vitz ,2007,Islamabad,175000.0,1000.0,5602.64
Honda,Petrol,1999.0,Manual,Civic ,1999,Lahore,220000.0,1600.0,3989.22
Toyota,Petrol,2010.0,Automatic,Prius ,2010,Dera,80000.0,1800.0,15247.69
Toyota,Petrol,2013.0,Manual,Corolla ,2013,Sargodha,126000.0,1300.0,939.68
Suzuki,Petrol,2016.0,Manual,Cultus ,2016,Lahore,71000.0,1000.0,5957.24
Toyota,Diesel,2013.0,Automatic,Hilux ,2013,Quetta,100000.0,2500.0,20566.65
Toyota,Petrol,2018.0,Automatic,Passo ,2018,Islamabad,135000.0,1000.0,13474.7
Toyota,Petrol,2021.0,Automatic,Yaris ,2021,Peshawar,33000.0,1500.0,15424.98
Toyota,Petrol,2019.0,Automatic,Corolla ,2019,Faisalabad,43950.0,1600.0,16453.32
Toyota,Petrol,2010.0,Automatic,Prado ,2010,Wah,125000.0,4000.0,60281.55
Toyota,Petrol,2014.0,Automatic,Vitz ,2014,Karachi,134000.0,1000.0,9308.18
Toyota,Petrol,2021.0,Manual,Yaris ,2021,Islamabad,19500.0,1300.0,13474.7
Toyota,Petrol,2016.0,Automatic,Corolla ,2016,Karachi,77300.0,1600.0,11347.12
Suzuki,Petrol,2017.0,Manual,Cultus ,2017,Rahim,150000.0,1000.0,5620.37
Honda,Petrol,2022.0,Automatic,City ,2022,Bahawalpur,14000.0,1500.0,17729.87
Toyota,Petrol,2019.0,Automatic,Corolla ,2019,Rawalpindi,27855.0,1300.0,16488.78
Toyota,Petrol,2015.0,Automatic,Corolla ,2015,Rawalpindi,110000.0,1300.0,11879.01
Honda,Petrol,2016.0,Manual,City ,2016,Rahim,60000.0,1300.0,9680.51
Toyota,Petrol,2001.0,Manual,Corolla ,2001,Peshawar,200000.0,1300.0,4148.79
Suzuki,Petrol,2015.0,Manual,Cultus ,2015,Karachi,60000.0,1000.0,4148.79
Honda,Hybrid,2012.0,Automatic,Spike ,2012,Karachi,123000.0,1500.0,8687.64
Suzuki,Petrol,2011.0,Manual,Cultus ,2011,Karachi,43900.0,1000.0,3829.65
Toyota,Petrol,2022.0,Automatic,Corolla ,2022,Peshawar,6350.0,1800.0,26151.55
Honda,Petrol,2021.0,Automatic,City ,2021,Lahore,14000.0,1500.0,17552.57
Nissan,Petrol,2004.0,Automatic,March ,2004,Karachi,100000.0,1000.0,3723.27
Daihatsu,Petrol,1985.0,Manual,Charade ,1985,Rahim,82255.0,1000.0,709.19
Honda,Petrol,2021.0,Automatic,Civic ,2021,Islamabad,20500.0,1800.0,22250.98
Suzuki,Petrol,2008.0,Manual,Cultus ,2008,Islamabad,25025.0,1000.0,3634.62
Toyota,Petrol,2013.0,Automatic,Passo ,2013,Peshawar,91000.0,1000.0,8864.93
Honda,Petrol,2019.0,Manual,City ,2019,Faisalabad,45286.0,1300.0,11063.44
Suzuki,Petrol,2013.0,Manual,Mehran ,2013,Lahore,60000.0,800.0,3829.65
Honda,Petrol,2012.0,Manual,City ,2012,Hyderabad,67000.0,1300.0,8598.99
Honda,Petrol,1999.0,Manual,Civic ,1999,Lahore,115000.0,1600.0,4662.96
Suzuki,Petrol,2018.0,Manual,Mehran ,2018,Islamabad,60000.0,800.0,4467.93
Toyota,Petrol,2016.0,Automatic,Corolla ,2016,Lahore,84000.0,1300.0,10815.22
Toyota,Petrol,2011.0,Automatic,X ,2011,Islamabad,76000.0,3500.0,39005.71
Toyota,Petrol,2010.0,Automatic,Crown ,2010,Islamabad,72000.0,2500.0,26594.8
Toyota,Petrol,2016.0,Automatic,Sienta ,2016,Multan,54000.0,1500.0,17020.67
Suzuki,Hybrid,2018.0,Automatic,R ,2018,Multan,36000.0,660.0,11169.82
Honda,Petrol,2008.0,Automatic,City ,2008,Multan,78000.0,1300.0,7269.25
Toyota,Petrol,2018.0,Automatic,Corolla ,2018,Karachi,71091.0,1600.0,12765.5
Nissan,Diesel,1987.0,Manual,Sunny ,1987,Dinga,1987.0,2000.0,2482.18
Toyota,Petrol,2016.0,Manual,Corolla ,2016,Lahore,85000.0,1300.0,11169.82
Daihatsu,Petrol,1984.0,Manual,Charade ,1984,Lahore,65000.0,1000.0,1507.04
Suzuki,Petrol,2010.0,Manual,Alto ,2010,Sialkot,80000.0,1000.0,425.52
Suzuki,Petrol,2000.0,Manual,Cultus ,2000,Karachi,75000.0,1000.0,1826.18
Toyota,Petrol,2011.0,Manual,Corolla ,2011,Islamabad,96200.0,1300.0,8155.74
Honda,Petrol,2018.0,Manual,City ,2018,Rawalpindi,88000.0,1300.0,11169.82
Toyota,Hybrid,2008.0,Automatic,Prius ,2008,Peshawar,135000.0,1500.0,8935.85
Honda,Petrol,2018.0,Automatic,Civic ,2018,Rawalpindi,70000.0,1800.0,17694.41
Honda,Petrol,2014.0,Automatic,Civic ,2014,Faisalabad,122457.0,1800.0,11347.12
Toyota,Petrol,2008.0,Automatic,Axio ,2008,Karachi,90000.0,1500.0,8776.28
Suzuki,Petrol,2019.0,Automatic,Alto ,2019,Faisalabad,45000.0,660.0,8687.64
Honda,Petrol,2004.0,Manual,Civic ,2004,Lahore,107000.0,1500.0,4964.36
Honda,Petrol,2014.0,Manual,City ,2014,Karachi,27500.0,1300.0,9520.94
Suzuki,Petrol,2019.0,Manual,R ,2019,Jampur,48000.0,1000.0,7659.3
Daihatsu,Petrol,2006.0,Automatic,Mira ,2006,Karachi,75000.0,660.0,3900.57
Toyota,Diesel,1982.0,Manual,Corolla ,1982,Dera,100000.0,100.0,1134.71
Honda,Petrol,2018.0,Automatic,Civic ,2018,Toba,41000.0,1800.0,15424.98
Toyota,Petrol,2012.0,Manual,Corolla ,2012,Lahore,85000.0,1300.0,7978.44
Honda,Petrol,2013.0,Automatic,Civic ,2013,Islamabad,149000.0,1800.0,9396.83
Suzuki,Petrol,2018.0,Automatic,Alto ,2018,Islamabad,17500.0,660.0,10620.19
Toyota,Petrol,2003.0,Automatic,Surf ,2003,Faisalabad,265000.0,3378.0,15956.88
Suzuki,Petrol,2018.0,Automatic,Swift ,2018,Lahore,22000.0,1000.0,14183.89
Honda,Hybrid,2017.0,Automatic,Vezel ,2017,Faisalabad,40001.0,1500.0,25531.01
Toyota,Diesel,2022.0,Automatic,Hilux ,2022,Lahore,9500.0,2800.0,47338.75
Honda,Hybrid,2015.0,Automatic,Jade ,2015,Faisalabad,132696.0,1500.0,19502.85
Toyota,Petrol,2019.0,Automatic,Fortuner ,2019,Faisalabad,13000.0,2700.0,42551.68
Suzuki,Petrol,2007.0,Manual,Alto ,2007,Karachi,123491.0,1000.0,1914.83
Honda,Petrol,2014.0,Automatic,City ,2014,Lahore,94000.0,1300.0,9396.83
Honda,Petrol,2014.0,Manual,City ,2014,Lahore,74000.0,1300.0,9042.23
Toyota,Petrol,2004.0,Automatic,X ,2004,Lahore,147000.0,2500.0,15779.58
Suzuki,Petrol,2015.0,Automatic,Alto ,2015,Karachi,98000.0,660.0,7446.54
Toyota,Petrol,2021.0,Automatic,Yaris ,2021,Peshawar,33000.0,1500.0,15424.98
Toyota,Petrol,2003.0,Automatic,Duet ,2003,Gujranwala,100000.0,1300.0,4166.52
Suzuki,Petrol,2017.0,Manual,Cultus ,2017,Karachi,118000.0,1000.0,7978.44
Toyota,Petrol,2019.0,Automatic,Corolla ,2019,Faisalabad,43950.0,1600.0,16453.32
Honda,Petrol,2014.0,Automatic,Civic ,2014,Rawalpindi,130000.0,1800.0,10886.14
Honda,Petrol,2016.0,Automatic,Civic ,2016,Islamabad,79000.0,1800.0,13403.78
Toyota,Petrol,2011.0,Automatic,Corolla ,2011,Lahore,155350.0,1600.0,7765.68
Honda,Petrol,2014.0,Manual,City ,2014,Lahore,81000.0,1500.0,10460.62
Suzuki,Petrol,2005.0,Manual,Cultus ,2005,Lahore,47000.0,1000.0,2233.96
Toyota,Petrol,2005.0,Automatic,Vitz ,2005,Mian,170000.0,1000.0,6205.45
Toyota,Petrol,2021.0,Automatic,Fortuner ,2021,Karachi,10500.0,2700.0,50352.82
Suzuki,Petrol,1998.0,Manual,Mehran ,1998,Karachi,0.0,800.0,1152.44
Honda,Petrol,2010.0,Automatic,Civic ,2010,Attock,150000.0,1800.0,74465.45
Suzuki,Petrol,2008.0,Manual,Cultus ,2008,Multan,10000.0,1000.0,3510.51
Suzuki,Petrol,2022.0,Manual,Alto ,2022,Karachi,3200.0,660.0,8971.31
Toyota,Petrol,2014.0,Automatic,Corolla ,2014,Karachi,120000.0,1800.0,12942.8
Toyota,Hybrid,2011.0,Automatic,Prius ,2011,Islamabad,185690.0,1800.0,14893.09
Suzuki,Petrol,1988.0,Manual,FX ,1988,Mardan,266000.0,800.0,957.41
Honda,Petrol,2018.0,Automatic,City ,2018,Karachi,83652.0,1500.0,11169.82
Suzuki,Petrol,2022.0,Manual,Alto ,2022,Tando,18000.0,660.0,8474.88
Honda,Hybrid,2015.0,Automatic,Fit ,2015,Lahore,109000.0,1500.0,12393.18
Suzuki,Petrol,2018.0,Manual,Mehran ,2018,Lahore,42000.0,800.0,4928.9
Honda,Petrol,2018.0,Automatic,Civic ,2018,Lahore,89000.0,1800.0,17020.67
Toyota,Petrol,2019.0,Automatic,Passo ,2019,Lahore,19290.0,1000.0,14520.76
Honda,Hybrid,2016.0,Automatic,Vezel ,2016,Lahore,89995.0,1500.0,24094.89
Toyota,Petrol,2019.0,Automatic,Vitz ,2019,Lahore,44004.0,996.0,15070.39
Toyota,Petrol,2019.0,Automatic,Vitz ,2019,Lahore,55069.0,1000.0,15939.15
Honda,Petrol,2019.0,Automatic,City ,2019,Lahore,50000.0,1300.0,13120.1
Toyota,Petrol,2021.0,Automatic,Corolla ,2021,Islamabad,31900.0,1600.0,18722.74
Suzuki,Petrol,2013.0,Manual,Cultus ,2013,Gujrat,48356.0,1000.0,5106.2
Honda,Petrol,2017.0,Manual,City ,2017,Islamabad,66016.0,1300.0,11701.71
Toyota,Diesel,2022.0,Automatic,Fortuner ,2022,Faisalabad,8600.0,2800.0,67018.9
Toyota,Petrol,2005.0,Automatic,Harrier ,2005,Lahore,150000.0,2400.0,14166.16
Toyota,Petrol,2017.0,Automatic,Corolla ,2017,Islamabad,78000.0,1800.0,15424.98
Suzuki,Petrol,2018.0,Manual,Bolan ,2018,Rawalpindi,55000.0,800.0,4804.79
Honda,Petrol,2014.0,Manual,City ,2014,Bahawalpur,57300.0,1300.0,8687.64
Toyota,Petrol,2010.0,Automatic,Prado ,2010,Wah,125000.0,4000.0,60281.55
Suzuki,Petrol,2003.0,Manual,Mehran ,2003,Lahore,346000.0,800.0,1666.61
Honda,Petrol,2004.0,Automatic,City ,2004,Karachi,150000.0,1300.0,4787.06
Nissan,Petrol,2018.0,Automatic,Note ,2018,Lahore,56000.0,1200.0,16080.99
Toyota,Hybrid,2018.0,Automatic,Aqua ,2018,Chakwal,103000.0,1500.0,20034.75
Suzuki,Petrol,1984.0,Manual,FX ,1984,Rawalpindi,99999.0,800.0,1010.6
Suzuki,Petrol,2022.0,Manual,Alto ,2022,Islamabad,1600.0,660.0,9095.42
Toyota,Petrol,2014.0,Automatic,Corolla ,2014,Kohat,63000.0,1600.0,13474.7
Toyota,Petrol,2014.0,Automatic,Vitz ,2014,Karachi,134000.0,1000.0,9308.18
Toyota,Petrol,2021.0,Manual,Yaris ,2021,Islamabad,19500.0,1300.0,13474.7
Suzuki,Petrol,2006.0,Manual,Cultus ,2006,Peshawar,50000.0,1000.0,2836.78
Nissan,Petrol,2015.0,Automatic,Clipper ,2015,Karachi,85000.0,660.0,5939.51
Toyota,Diesel,1995.0,Automatic,Cruiser ,1995,Quetta,350000.0,4200.0,19502.85
Suzuki,Petrol,2005.0,Manual,Mehran ,2005,Peshawar,111111.0,800.0,1772.99
Toyota,Petrol,2008.0,Automatic,Vitz ,2008,Islamabad,175000.0,1000.0,5638.1
Suzuki,Petrol,1999.0,Manual,Khyber ,1999,Mardan,95000.0,1000.0,2056.66
Toyota,Petrol,2018.0,Automatic,Corolla ,2018,Multan,57000.0,1800.0,16843.37
Toyota,Petrol,2011.0,Manual,Corolla ,2011,Mandi,1200.0,1300.0,6.31
Toyota,Petrol,2019.0,Automatic,Corolla ,2019,Sialkot,50900.0,1300.0,15070.39
Toyota,Petrol,2021.0,Automatic,Corolla ,2021,Lahore,9300.0,1600.0,20212.05
Honda,Petrol,2014.0,Automatic,Vezel ,2014,Lahore,152000.0,1500.0,17233.43
Toyota,Petrol,2009.0,Manual,Corolla ,2009,Karachi,66375.0,1300.0,6826.0
Honda,Petrol,2015.0,Automatic,Wgn ,2015,Lahore,53000.0,660.0,8510.34
Suzuki,Petrol,2016.0,Manual,Cultus ,2016,Islamabad,26724.0,1000.0,5407.61
Toyota,Petrol,2005.0,Automatic,X ,2005,Lahore,84000.0,2500.0,14183.89
Toyota,Petrol,2014.0,Automatic,Prius ,2014,Peshawar,184000.0,1800.0,17020.67
Toyota,Petrol,2022.0,Automatic,Corolla ,2022,Faisalabad,13300.0,1799.0,24077.16
Honda,Petrol,2006.0,Automatic,City ,2006,Chowk,195000.0,1300.0,5496.26
Daihatsu,Petrol,2017.0,Automatic,Mira ,2017,Karachi,84000.0,660.0,10513.81
Honda,Petrol,2014.0,Automatic,Civic ,2014,Sialkot,135000.0,1800.0,9928.73
Suzuki,Petrol,2016.0,Manual,R ,2016,Lahore,108000.0,1000.0,6382.75
Honda,Petrol,2006.0,Manual,Civic ,2006,Mardan,80000.0,1600.0,5035.28
Suzuki,Petrol,2005.0,Manual,Mehran ,2005,Rawalpindi,100000.0,800.0,2038.93
Toyota,Petrol,2021.0,Automatic,Yaris ,2021,Jhang,25000.0,1500.0,16488.78
Suzuki,Petrol,2021.0,Manual,Cultus ,2021,Karachi,41700.0,1000.0,10957.06
Suzuki,Petrol,2022.0,Manual,R ,2022,Islamabad,6300.0,1000.0,9751.43
Daihatsu,Petrol,2007.0,Manual,Cuore ,2007,Karachi,200000.0,800.0,2340.34
Suzuki,Petrol,2022.0,Manual,Alto ,2022,Karachi,9690.0,660.0,8740.82
Honda,Petrol,2001.0,Manual,Road ,2001,Karachi,70000.0,1500.0,9219.53
Toyota,Petrol,2003.0,Automatic,Corolla ,2003,Pindi,273191.0,1600.0,5850.86
Suzuki,Petrol,2016.0,Manual,Mehran ,2016,Islamabad,29425.0,800.0,4166.52
Suzuki,Petrol,2021.0,Automatic,Cultus ,2021,Faisalabad,13600.0,1000.0,13049.18
Toyota,Petrol,2022.0,Automatic,Yaris ,2022,Lahore,7500.0,1500.0,18049.01
Suzuki,Petrol,2006.0,Manual,Mehran ,2006,Bahawalpur,100000.0,800.0,1914.83
Suzuki,Petrol,2011.0,Manual,Alto ,2011,Karachi,150000.0,1000.0,3191.38
Honda,Petrol,2019.0,Automatic,Box ,2019,Islamabad,32600.0,660.0,13652.0
Honda,Petrol,2005.0,Automatic,Civic ,2005,Lahore,236000.0,1600.0,5070.74
Toyota,Petrol,2013.0,Automatic,Hilux ,2013,Karachi,130000.0,4000.0,24112.62
Honda,Petrol,2006.0,Automatic,Civic ,2006,Lahore,146000.0,1600.0,4609.77
Toyota,Petrol,1996.0,Automatic,Prado ,1996,Islamabad,110000.0,3400.0,15247.69
Toyota,Petrol,2017.0,Automatic,Axio ,2017,Peshawar,66500.0,1500.0,19680.15
Toyota,Petrol,2015.0,Automatic,Fortuner ,2015,Rawalpindi,81600.0,2700.0,25708.31
Honda,Hybrid,2016.0,Automatic,Vezel ,2016,Karachi,45000.0,1500.0,18439.06
Toyota,Petrol,2017.0,Automatic,Corolla ,2017,Islamabad,26000.0,1800.0,21985.04
Toyota,Petrol,2018.0,Automatic,Corolla ,2018,Islamabad,78000.0,1300.0,14396.65
Toyota,Petrol,2005.0,Automatic,Prado ,2005,Islamabad,125000.0,4000.0,29076.98
Toyota,Petrol,2012.0,Manual,Corolla ,2012,Karachi,88000.0,1300.0,7411.08
Honda,Petrol,2009.0,Automatic,Civic ,2009,Lahore,157000.0,1800.0,9130.88
Daihatsu,Petrol,2005.0,Manual,Cuore ,2005,Islamabad,107632.0,800.0,2092.12
Toyota,Hybrid,2017.0,Automatic,Aqua ,2017,Islamabad,187000.0,1500.0,17446.19
Toyota,Petrol,2016.0,Automatic,Corolla ,2016,Karachi,77300.0,1600.0,11347.12
Suzuki,Petrol,2021.0,Manual,Alto ,2021,Faisalabad,7000.0,660.0,8864.93
Suzuki,Petrol,2014.0,Manual,Cultus ,2014,Karachi,44720.0,1000.0,4432.47
Toyota,Petrol,2007.0,Automatic,Passo ,2007,Islamabad,195000.0,1000.0,4999.82
Suzuki,Petrol,2008.0,Automatic,Cervo ,2008,Rawalpindi,120000.0,660.0,5496.26
Toyota,Petrol,2012.0,Manual,Corolla ,2012,Islamabad,110000.0,1300.0,7889.79
Toyota,Petrol,2013.0,Manual,Corolla ,2013,Lahore,147000.0,1300.0,8155.74
Toyota,Petrol,2017.0,Manual,Corolla ,2017,Gujranwala,100000.0,1300.0,10602.46
Toyota,Petrol,1994.0,Manual,Pickup ,1994,Nowshera,25000.0,2500.0,5318.96
Honda,Petrol,2021.0,Manual,City ,2021,Bahawalpur,17000.0,1200.0,15531.36
Toyota,Petrol,2013.0,Automatic,Prius ,2013,Peshawar,125000.0,1800.0,15779.58
Honda,Petrol,2018.0,Manual,City ,2018,Bahawalpur,152000.0,1300.0,9751.43
Suzuki,Petrol,1999.0,Manual,Baleno ,1999,Karachi,187000.0,1300.0,1861.64
Toyota,Hybrid,2014.0,Automatic,Aqua ,2014,Lahore,92000.0,1500.0,13722.92
Suzuki,Petrol,2004.0,Manual,Cultus ,2004,Karachi,20950.0,1000.0,1985.75
Suzuki,Petrol,2021.0,Manual,Alto ,2021,Gujranwala,21000.0,660.0,8049.36
Honda,Petrol,2005.0,Manual,Civic ,2005,Rawalpindi,300000.0,1600.0,4875.71
Suzuki,Petrol,2022.0,Manual,Alto ,2022,Karachi,9670.0,660.0,8723.09
Toyota,Petrol,2015.0,Automatic,Axio ,2015,Peshawar,100000.0,1500.0,16666.08
Honda,Petrol,2017.0,Automatic,City ,2017,Islamabad,89000.0,1500.0,12056.31
Toyota,Petrol,2007.0,Automatic,Passo ,2007,Lahore,160633.0,1000.0,5496.26
Toyota,Petrol,2017.0,Automatic,Cruiser ,2017,Lahore,50112.0,4600.0,148930.89
Honda,Petrol,2005.0,Automatic,Civic ,2005,Lahore,129922.0,1500.0,4964.36
Toyota,Petrol,2008.0,Automatic,Corolla ,2008,Lahore,395859.0,1800.0,7091.95
Suzuki,Petrol,2012.0,Manual,Cultus ,2012,Lahore,5275.0,1000.0,3900.57
Suzuki,Petrol,2014.0,Manual,Cultus ,2014,Lahore,1269.0,1000.0,4432.47
Suzuki,Petrol,2016.0,Automatic,Swift ,2016,Lahore,91714.0,1300.0,8421.69
Toyota,Petrol,2015.0,Manual,Corolla ,2015,Gujrat,127000.0,1300.0,9254.99
Toyota,Petrol,2017.0,Automatic,Corolla ,2017,Islamabad,78000.0,1800.0,15424.98
Daihatsu,Petrol,2018.0,Automatic,Mira ,2018,Jhang,55000.0,660.0,10992.52
Suzuki,Petrol,2018.0,Manual,Mehran ,2018,Islamabad,60000.0,800.0,4467.93
Toyota,Petrol,2004.0,Automatic,Prado ,2004,Lahore,196000.0,3378.0,35105.14
Toyota,Petrol,2019.0,Automatic,Corolla ,2019,Lahore,58000.0,1800.0,17463.92
Toyota,Petrol,2015.0,Manual,Corolla ,2015,Islamabad,107000.0,1300.0,10637.92
Honda,Petrol,2006.0,Automatic,Civic ,2006,Lahore,146000.0,1600.0,4609.77
Toyota,Petrol,2022.0,Automatic,Corolla ,2022,Islamabad,12000.0,1800.0,24821.81
Toyota,Petrol,2022.0,Automatic,Corolla ,2022,Islamabad,18000.0,1800.0,24999.11
Suzuki,Petrol,2016.0,Manual,Swift ,2016,Multan,121000.0,1300.0,6648.7
Toyota,Petrol,2006.0,Manual,Corolla ,2006,Islamabad,300000.0,1300.0,5496.26
Honda,Petrol,2010.0,Manual,City ,2010,Sargodha,141000.0,1300.0,7801.14
Honda,Petrol,2009.0,Automatic,City ,2009,Lahore,150000.0,1300.0,7623.84
Daihatsu,Petrol,2007.0,Automatic,Cuore ,2007,Lahore,106000.0,800.0,3545.97
Honda,Petrol,2010.0,Manual,Civic ,2010,Islamabad,103000.0,1800.0,7269.25
Honda,Petrol,2020.0,Automatic,Civic ,2020,Lahore,46000.0,1500.0,25708.31
Daihatsu,Petrol,2016.0,Automatic,Move ,2016,Lahore,85000.0,660.0,9538.67
Suzuki,Petrol,2019.0,Manual,Alto ,2019,Islamabad,68000.0,660.0,7393.35
Suzuki,Petrol,2012.0,Manual,Swift ,2012,Rawalpindi,98000.0,1300.0,5425.34
Suzuki,Petrol,2016.0,Automatic,Swift ,2016,Lahore,91714.0,1300.0,8421.69
Toyota,Petrol,2007.0,Automatic,Vitz ,2007,Lahore,110199.0,1000.0,6382.75
Suzuki,Hybrid,2021.0,Automatic,R ,2021,Lahore,8233.0,660.0,12942.8
Honda,Hybrid,2016.0,Automatic,Vezel ,2016,Lahore,72848.0,1500.0,18616.36
Suzuki,Petrol,2009.0,Manual,Cultus ,2009,Lahore,29716.0,1000.0,3102.73
Suzuki,Petrol,2009.0,Manual,Cultus ,2009,Lahore,55220.0,1000.0,3102.73
Toyota,Petrol,2007.0,Automatic,Axio ,2007,Lahore,130839.0,1500.0,10637.92
Suzuki,Petrol,2009.0,Manual,Cultus ,2009,Lahore,5610.0,1000.0,3102.73
Toyota,Petrol,2018.0,Automatic,Vitz ,2018,Lahore,83436.0,996.0,13474.7
Suzuki,Petrol,2022.0,Manual,Cultus ,2022,D,23000.0,1000.0,12020.85
Suzuki,Petrol,2012.0,Manual,Swift ,2012,Rawalpindi,98000.0,1300.0,5425.34
Honda,Petrol,2001.0,Manual,City ,2001,Karachi,12345.0,1300.0,2092.12
Suzuki,Petrol,2008.0,Automatic,R ,2008,Abbottabad,123456.0,660.0,4964.36
Suzuki,Petrol,2018.0,Manual,Mehran ,2018,Rawalpindi,123456.0,800.0,4077.87
Suzuki,Petrol,2016.0,Manual,Mehran ,2016,Islamabad,123456.0,800.0,3616.89
Toyota,Petrol,2016.0,Automatic,Corolla ,2016,Lahore,84000.0,1300.0,10815.22
Suzuki,Petrol,1995.0,Manual,Khyber ,1995,Rawalpindi,9999.0,1000.0,992.87
Honda,Petrol,2006.0,Manual,City ,2006,Lahore,11111.0,1300.0,5850.86
Toyota,Hybrid,2017.0,Automatic,Aqua ,2017,Islamabad,187000.0,1500.0,17446.19
Toyota,Petrol,2013.0,Manual,Corolla ,2013,Lahore,75000.0,1300.0,8935.85
Toyota,Petrol,2015.0,Automatic,Vitz ,2015,Karachi,56400.0,1000.0,10992.52
Suzuki,Petrol,2020.0,Manual,Alto ,2020,Lahore,29000.0,660.0,7747.95
Toyota,Petrol,2014.0,Automatic,Vitz ,2014,Islamabad,144000.0,1000.0,10194.67
Honda,Petrol,2013.0,Automatic,Civic ,2013,Lahore,100000.0,1800.0,10283.32
Toyota,Petrol,2022.0,Automatic,Yaris ,2022,Sialkot,8000.0,1300.0,16666.08
Daihatsu,Petrol,2013.0,Automatic,Mira ,2013,Rawalpindi,98528.0,660.0,8864.93
Toyota,Petrol,2012.0,Automatic,Probox ,2012,Faisalabad,125000.0,1300.0,9574.13
Toyota,Petrol,2011.0,Automatic,X ,2011,Islamabad,76000.0,3500.0,39005.71
Suzuki,Petrol,2014.0,Manual,Bolan ,2014,Rawalpindi,62000.0,800.0,3510.51
Suzuki,Petrol,2017.0,Automatic,Swift ,2017,Karachi,53000.0,1300.0,7411.08
Honda,Petrol,2017.0,Automatic,Civic ,2017,Lahore,20000.0,1800.0,17729.87
Suzuki,Petrol,2021.0,Automatic,Alto ,2021,Karachi,12000.0,660.0,9450.02
Suzuki,Petrol,2022.0,Automatic,Alto ,2022,Karachi,6000.0,660.0,9804.62
Honda,Petrol,2021.0,Automatic,Civic ,2021,Islamabad,22000.0,1800.0,22605.58
Toyota,Petrol,2004.0,Automatic,Prado ,2004,Hassan,130000.0,3378.0,25318.25
Honda,Petrol,2008.0,Automatic,Civic ,2008,Lahore,157000.0,1800.0,6701.89
Suzuki,Petrol,2013.0,Manual,Cultus ,2013,Karachi,68792.0,1000.0,4521.12
Suzuki,Petrol,2013.0,Manual,Cultus ,2013,Karachi,67821.0,1000.0,4521.12
Honda,Petrol,2014.0,Automatic,Civic ,2014,Lahore,117599.0,1800.0,9751.43
Suzuki,Petrol,2006.0,Manual,Alto ,2006,Wah,208450.0,1000.0,2446.72
Toyota,Petrol,2010.0,Automatic,Crown ,2010,Islamabad,72000.0,2500.0,26594.8
Suzuki,Petrol,2019.0,Automatic,Swift ,2019,Lahore,83603.0,1300.0,9130.88
Toyota,Petrol,2021.0,Automatic,Corolla ,2021,Peshawar,31700.0,1800.0,24023.97
Suzuki,Petrol,2018.0,Manual,Cultus ,2018,Lahore,67000.0,1000.0,7198.33
Toyota,Petrol,2011.0,Manual,Corolla ,2011,Yazman,95000.0,1300.0,7446.54
Honda,Petrol,2017.0,Manual,City ,2017,Lahore,76000.0,1300.0,9875.54
Toyota,Petrol,2016.0,Automatic,Sienta ,2016,Multan,54000.0,1500.0,17020.67
Suzuki,Petrol,1991.0,Manual,Khyber ,1991,Lahore,15000.0,1000.0,957.41
Suzuki,Petrol,1991.0,Manual,Khyber ,1991,Lahore,15000.0,1000.0,957.41
Toyota,Hybrid,2017.0,Automatic,Sienta ,2017,Islamabad,64000.0,1500.0,20034.75
Suzuki,Hybrid,2018.0,Automatic,R ,2018,Multan,36000.0,660.0,11169.82
Honda,Petrol,2021.0,Automatic,City ,2021,Lahore,16000.0,1500.0,15495.9
