brand,fuel_type,model_date,vehicle_transmission,Car_name,Year,Location,mileage_from_odometer_km,vehicle_engine_cc,price_usd
Toyota,Diesel,1992.0,Manual,Corolla ,1992,Peshawar,180000.0,2000.0,4255.17
Suzuki,Petrol,2002.0,Manual,Mehran ,2002,Haripur,90000.0,800.0,2198.5
Toyota,Diesel,2022.0,Automatic,Fortuner ,2022,Peshawar,4847.0,2800.0,62763.73
Toyota,Petrol,1985.0,Automatic,Cruiser ,1985,Karachi,125000.0,3400.0,7446.54
Toyota,Petrol,2003.0,Automatic,Prado ,2003,Islamabad,135000.0,2700.0,24821.81
Suzuki,Petrol,2007.0,Manual,Mehran ,2007,Islamabad,100000.0,800.0,2411.26
Toyota,Diesel,1986.0,Manual,Cruiser ,1986,Islamabad,185000.0,4000.0,7428.81
Toyota,CNG,1980.0,Manual,Corolla ,1980,Peshawar,150000.0,1300.0,1702.07
Toyota,Petrol,2022.0,Automatic,Yaris ,2022,Islamabad,10000.0,1300.0,17729.87
Honda,Petrol,2004.0,Manual,Civic ,2004,Lahore,272000.0,1600.0,4787.06
Toyota,Petrol,2017.0,Manual,Corolla ,2017,Okara,170000.0,1300.0,9928.73
Honda,Petrol,2019.0,Automatic,Box ,2019,Lahore,6501.0,660.0,12765.5
Honda,Petrol,2021.0,Automatic,Fit ,2021,Lahore,4541.0,1500.0,23048.83
Suzuki,Petrol,2021.0,Automatic,Alto ,2021,Islamabad,22000.0,660.0,9751.43
Toyota,Petrol,2017.0,Automatic,Corolla ,2017,Lahore,145000.0,1300.0,12410.91
Toyota,Petrol,1995.0,Automatic,Cruiser ,1995,Lahore,118000.0,4500.0,14183.89
Toyota,Diesel,1994.0,Automatic,Hilux ,1994,Islamabad,185000.0,2400.0,8333.04
Suzuki,Petrol,2003.0,Manual,Mehran ,2003,Rawalpindi,100000.0,800.0,1560.23
Suzuki,Petrol,2015.0,Automatic,Alto ,2015,Karachi,61000.0,660.0,8333.04
Suzuki,Petrol,2015.0,Manual,Cultus ,2015,Islamabad,75000.0,1000.0,5425.34
Toyota,Diesel,2001.0,Automatic,Prado ,2001,Islamabad,125000.0,3000.0,14893.09
Toyota,Petrol,2014.0,Automatic,Prius ,2014,Faisalabad,100000.0,1800.0,15247.69
Honda,Petrol,2018.0,Automatic,City ,2018,Sukkur,29500.0,1300.0,12410.91
Suzuki,Petrol,2016.0,Manual,Swift ,2016,Karachi,77172.0,1300.0,4964.36
Suzuki,Petrol,2020.0,Automatic,Alto ,2020,Karachi,25000.0,660.0,8503.24
Honda,Petrol,1996.0,Manual,Civic ,1996,Islamabad,100000.0,1800.0,3368.67
Suzuki,Petrol,2007.0,Manual,Cultus ,2007,Mardan,98000.0,1000.0,3085.0
Toyota,Petrol,2011.0,Manual,Corolla ,2011,Lahore,153000.0,1300.0,7091.95
Honda,Petrol,2003.0,Automatic,Accord ,2003,Islamabad,124000.0,2000.0,6382.75
Suzuki,Petrol,2015.0,Manual,Carry ,2015,Lala,60000.0,600.0,3120.46
Toyota,Petrol,2005.0,Automatic,Corolla ,2005,Faisalabad,440000.0,1600.0,6028.16
Toyota,Diesel,1998.0,Manual,Hilux ,1998,Peshawar,200000.0,2800.0,8510.34
Honda,Petrol,2008.0,Manual,Civic ,2008,Gujrat,114169.0,1800.0,6382.75
Toyota,Petrol,2013.0,Automatic,Vitz ,2013,Peshawar,155000.0,1300.0,8864.93
Toyota,Hybrid,2011.0,Automatic,Prius ,2011,Islamabad,130000.0,1800.0,13120.1
Toyota,Petrol,2020.0,Automatic,Yaris ,2020,Hyderabad,58000.0,1300.0,12765.5
Suzuki,Petrol,2008.0,Manual,Cultus ,2008,Islamabad,155000.0,1000.0,3173.65
Toyota,Petrol,2015.0,Manual,Corolla ,2015,Hyderabad,83000.0,1300.0,8333.04
Toyota,Petrol,2022.0,Automatic,Corolla ,2022,Lahore,5000.0,1600.0,21453.14
Toyota,Petrol,2020.0,Automatic,Yaris ,2020,Hyderabad,38887.0,1500.0,14183.89
Toyota,Hybrid,2013.0,Automatic,Aqua ,2013,Karachi,120000.0,1500.0,10637.92
Honda,Petrol,2019.0,Automatic,Civic ,2019,Hafizabad,50000.0,1800.0,17375.27
Toyota,Petrol,2012.0,Manual,Corolla ,2012,Faisalabad,189000.0,1300.0,7269.25
Honda,Petrol,2016.0,Manual,City ,2016,Lahore,95000.0,1300.0,9574.13
Suzuki,Petrol,2017.0,Manual,Mehran ,2017,Rawalakot,70000.0,800.0,4397.01
Toyota,Petrol,2020.0,Automatic,Corolla ,2020,Burewala,32500.0,1600.0,17020.67
Suzuki,Petrol,2008.0,Manual,Mehran ,2008,Rawalpindi,123567.0,800.0,2535.37
Suzuki,Petrol,2018.0,Manual,Mehran ,2018,Karachi,50000.0,800.0,4219.71
Toyota,Hybrid,2010.0,Automatic,Prius ,2010,Karachi,96298.0,1500.0,9042.23
Toyota,Petrol,2017.0,Automatic,Vitz ,2017,Quetta,29000.0,1000.0,12233.61
Honda,Petrol,2019.0,Automatic,Insight ,2019,Peshawar,40000.0,1500.0,32977.55
Honda,Petrol,2022.0,Automatic,Civic ,2022,Peshawar,15000.0,1500.0,27658.59
Toyota,Petrol,1982.0,Manual,Corolla ,1982,Abbottabad,100000.0,1300.0,2127.58
Toyota,Diesel,2007.0,Manual,Corolla ,2007,Faisalabad,250000.0,2000.0,5599.09
Honda,Petrol,2022.0,Automatic,City ,2022,Gujranwala,3500.0,1500.0,16293.75
Toyota,Petrol,2017.0,Manual,Corolla ,2017,Lahore,60000.0,1300.0,10194.67
Toyota,Petrol,2021.0,Automatic,Yaris ,2021,Islamabad,17500.0,1300.0,14006.6
Toyota,Petrol,2017.0,Automatic,Hiace ,2017,Islamabad,70579.0,2700.0,24821.81
Suzuki,Petrol,2007.0,Manual,Mehran ,2007,Gujrat,445544.0,800.0,2251.69
Daihatsu,Petrol,1986.0,Manual,Charade ,1986,Karachi,11101.0,1000.0,815.57
Daihatsu,Petrol,2017.0,Manual,Hijet ,2017,Pir,200000.0,660.0,4255.17
Toyota,Diesel,2018.0,Automatic,Hilux ,2018,Karachi,95000.0,2800.0,29076.98
Suzuki,Petrol,2016.0,Manual,Mehran ,2016,Shikar,97541.0,800.0,3085.0
Honda,Petrol,2017.0,Automatic,Vezel ,2017,Lahore,49560.0,1500.0,22162.33
Suzuki,Petrol,2016.0,Manual,Mehran ,2016,Shikar,97541.0,800.0,3085.0
Honda,Petrol,2017.0,Automatic,Vezel ,2017,Lahore,49560.0,1500.0,22162.33
Toyota,Petrol,2004.0,Manual,Corolla ,2004,Islamabad,2300.0,1300.0,4964.36
Toyota,Petrol,2007.0,Automatic,Vitz ,2007,Karachi,77000.0,1300.0,6808.27
Toyota,Petrol,2004.0,Automatic,Prado ,2004,Islamabad,83000.0,3400.0,33686.75
Suzuki,Petrol,2008.0,Manual,Mehran ,2008,Lahore,150000.0,800.0,2021.2
Suzuki,Petrol,2012.0,Manual,Bolan ,2012,Rawalpindi,180000.0,800.0,2765.86
Toyota,Petrol,2008.0,Manual,Corolla ,2008,Mandi,200000.0,1300.0,4609.77
Toyota,Petrol,2018.0,Automatic,Passo ,2018,Karachi,65000.0,1000.0,11790.36
Suzuki,Petrol,2007.0,Manual,Cultus ,2007,Nowshera,165000.0,1000.0,3280.03
Honda,Petrol,2000.0,Automatic,Civic ,2000,Karachi,140000.0,1500.0,2659.48
Toyota,Petrol,2021.0,Manual,Yaris ,2021,Islamabad,23600.0,1300.0,14006.6
Honda,Petrol,2017.0,Manual,City ,2017,Islamabad,98000.0,1500.0,11701.71
Daihatsu,Petrol,2019.0,Automatic,Move ,2019,Gujranwala,60000.0,660.0,11701.71
Honda,Petrol,2003.0,Automatic,Accord ,2003,Lahore,200000.0,2000.0,5673.56
Toyota,Petrol,1984.0,Manual,Starlet ,1984,Rawalpindi,100000.0,1300.0,1772.99
Nissan,Petrol,2018.0,Automatic,Note ,2018,Gujranwala,62500.0,1200.0,16134.18
Suzuki,Petrol,2017.0,Manual,Mehran ,2017,Hyderabad,41000.0,800.0,3989.22
Suzuki,Petrol,2006.0,Manual,Ravi ,2006,Islamabad,100000.0,800.0,1985.75
Toyota,Petrol,2014.0,Automatic,Camry ,2014,Islamabad,74000.0,2500.0,39005.71
Toyota,Petrol,2007.0,Manual,Corolla ,2007,Karachi,119000.0,1800.0,4432.47
Toyota,Petrol,2018.0,Automatic,Hiace ,2018,Karachi,56000.0,2700.0,29786.18
Toyota,Petrol,2013.0,Automatic,Corolla ,2013,Lahore,120000.0,1600.0,8687.64
Suzuki,Petrol,2011.0,Manual,Cultus ,2011,Karachi,94822.0,1000.0,3368.67
Suzuki,Petrol,2006.0,Manual,Mehran ,2006,Peshawar,100000.0,800.0,2836.78
Honda,Petrol,2002.0,Manual,City ,2002,Rahim,10000.0,1300.0,3368.67
Suzuki,Petrol,2014.0,Manual,Mehran ,2014,Bahawalpur,53271.0,800.0,2836.78
Suzuki,Petrol,2018.0,Manual,Mehran ,2018,Islamabad,34000.0,800.0,4999.82
Honda,Petrol,2004.0,Manual,Civic ,2004,Rawalpindi,80000.0,1600.0,4414.74
Toyota,Petrol,2006.0,Automatic,Premio ,2006,Islamabad,300000.0,1800.0,9574.13
Honda,Petrol,2022.0,Manual,City ,2022,Karachi,19000.0,1200.0,14432.11
Toyota,Petrol,2022.0,Automatic,Corolla ,2022,Gujranwala,7000.0,1600.0,22339.63
Suzuki,Petrol,2000.0,Manual,Cultus ,2000,Lahore,56000.0,1000.0,2659.48
Honda,Petrol,2008.0,Manual,City ,2008,Chakwal,246000.0,1300.0,5762.21
Toyota,Petrol,2006.0,Automatic,Corolla ,2006,Mardan,100000.0,1800.0,7446.54
Toyota,Petrol,2021.0,Automatic,Corolla ,2021,Karachi,14800.0,1600.0,17907.17
Toyota,Petrol,2022.0,Automatic,Corolla ,2022,Lahore,24000.0,1500.0,17197.97
Suzuki,Petrol,1984.0,Manual,Mehran ,1984,Sargodha,25000.0,100.0,886.49
Toyota,Petrol,2011.0,Automatic,Vitz ,2011,Karachi,88000.0,1000.0,7712.49
Honda,Petrol,2012.0,Manual,City ,2012,Lahore,95000.0,1300.0,8067.09
Suzuki,Petrol,2020.0,Manual,Alto ,2020,Dadu,50000.0,660.0,7304.71
Toyota,Petrol,2002.0,Automatic,Cruiser ,2002,Multan,217363.0,4700.0,30140.78
Suzuki,Petrol,2016.0,Manual,Bolan ,2016,Mansehra,40000.0,800.0,3333.22
Suzuki,Petrol,1999.0,Manual,Khyber ,1999,Rawalpindi,200000.0,1000.0,2428.99
Honda,Petrol,2015.0,Manual,City ,2015,Rawalpindi,110000.0,1300.0,9042.23
Honda,Petrol,2015.0,Manual,City ,2015,Gujranwala,129000.0,1300.0,9219.53
Honda,Petrol,2022.0,Automatic,City ,2022,Lahore,2250.0,1500.0,18261.76
Suzuki,Petrol,2007.0,Manual,Mehran ,2007,Sialkot,75000.0,800.0,1914.83
Nissan,CNG,1988.0,Manual,Sunny ,1988,Peshawar,35000.0,1600.0,1418.39
Honda,Petrol,2018.0,Automatic,Civic ,2018,Lahore,153000.0,1800.0,16134.18
Toyota,Petrol,2017.0,Automatic,Cruiser ,2017,Karachi,60000.0,4608.0,117017.13
Suzuki,Petrol,2007.0,Manual,Cultus ,2007,Rawalpindi,68000.0,1000.0,2446.72
Nissan,Petrol,1998.0,Automatic,Sunny ,1998,Karachi,4000.0,1500.0,3368.67
Toyota,Petrol,2010.0,Automatic,Vitz ,2010,Islamabad,92000.0,1000.0,7960.71
Suzuki,Petrol,2015.0,Automatic,Jimny ,2015,Karachi,90000.0,660.0,8687.64
Toyota,Petrol,2021.0,Automatic,Corolla ,2021,Faisalabad,41500.0,1600.0,17552.57
Toyota,CNG,1998.0,Automatic,Corolla ,1998,Peshawar,295000.0,1500.0,5265.77
Toyota,Diesel,2021.0,Automatic,Fortuner ,2021,D,41000.0,2800.0,47161.45
Daihatsu,Petrol,2007.0,Automatic,Move ,2007,Lahore,100000.0,660.0,5957.24
Toyota,Petrol,2015.0,Manual,Corolla ,2015,Sargodha,123000.0,1300.0,10106.02
Toyota,Petrol,2013.0,Automatic,Camry ,2013,Karachi,68000.0,2500.0,20566.65
Suzuki,Petrol,2007.0,Manual,Mehran ,2007,Hafizabad,78000.0,800.0,1666.61
Daihatsu,Petrol,2011.0,Manual,Cuore ,2011,Karachi,109500.0,800.0,3545.97
Honda,Petrol,2017.0,Automatic,Civic ,2017,Islamabad,100000.0,1800.0,15956.88
Toyota,Hybrid,2013.0,Automatic,Aqua ,2013,Islamabad,150000.0,1500.0,11347.12
Suzuki,Petrol,2015.0,Automatic,R ,2015,Rawalpindi,98000.0,660.0,8067.09
Daihatsu,Petrol,2021.0,Automatic,Thor ,2021,Lahore,8500.0,1000.0,14006.6
Suzuki,Petrol,2010.0,Manual,Alto ,2010,Mardan,128000.0,1000.0,3475.05
Honda,Petrol,2007.0,Automatic,Civic ,2007,Karachi,81000.0,1800.0,6205.45
Suzuki,Petrol,2011.0,Manual,Mehran ,2011,Abbottabad,18500.0,800.0,2836.78
Honda,Petrol,2016.0,Automatic,Vezel ,2016,Lahore,80000.0,1500.0,25531.01
Suzuki,Petrol,2004.0,Manual,Mehran ,2004,Islamabad,154241.0,800.0,2127.58
Toyota,Diesel,2000.0,Manual,Corolla ,2000,Khushab,405000.0,1800.0,3900.57
Toyota,Hybrid,2013.0,Automatic,Prius ,2013,Karachi,119000.0,1800.0,13652.0
Honda,Petrol,2003.0,Automatic,Civic ,2003,Karachi,150000.0,1600.0,4609.77
Toyota,Petrol,2015.0,Automatic,Cruiser ,2015,Karachi,70000.0,4600.0,104606.22
Suzuki,Petrol,2014.0,Manual,R ,2014,Sargodha,140000.0,1000.0,5602.64
Suzuki,Petrol,2020.0,Automatic,Alto ,2020,Rawalpindi,58000.0,660.0,8652.18
Daihatsu,Petrol,2018.0,Automatic,Cast ,2018,Peshawar,75000.0,660.0,10460.62
Honda,Petrol,2019.0,Automatic,Civic ,2019,Islamabad,44000.0,1800.0,18385.87
Nissan,Petrol,2011.0,Automatic,Pino ,2011,Islamabad,169000.0,660.0,5318.96
Suzuki,Petrol,2004.0,Manual,Cultus ,2004,Islamabad,74166.0,1000.0,2872.24
Honda,Petrol,2022.0,Automatic,City ,2022,Multan,7200.0,1497.0,17375.27
Toyota,Diesel,2002.0,Automatic,Cruiser ,2002,Lahore,200000.0,4164.0,24821.81
Toyota,Petrol,2018.0,Automatic,Corolla ,2018,Hasilpur,110000.0,1600.0,14272.54
Suzuki,Petrol,2021.0,Manual,R ,2021,Bahawalpur,2500.0,1000.0,10106.02
Honda,Petrol,2005.0,Automatic,Civic ,2005,Karachi,149000.0,1600.0,4964.36
Toyota,Petrol,2021.0,Manual,Yaris ,2021,Mehar,40000.0,1300.0,13120.1
Daihatsu,Petrol,2008.0,Manual,Cuore ,2008,Karachi,85000.0,800.0,2428.99
Toyota,Petrol,2016.0,Manual,Corolla ,2016,Islamabad,180000.0,1300.0,9219.53
Toyota,Petrol,2017.0,Automatic,Cruiser ,2017,Islamabad,89000.0,4608.0,131201.02
Honda,Petrol,2012.0,Manual,City ,2012,Islamabad,110000.0,1300.0,8120.28
Toyota,Petrol,2012.0,Automatic,Belta ,2012,Karachi,67000.0,1000.0,8333.04
Toyota,Petrol,2018.0,Automatic,Cruiser ,2018,Islamabad,9800.0,4608.0,189709.58
Honda,Petrol,2021.0,Automatic,City ,2021,Faisalabad,29000.0,1500.0,16311.48
Toyota,Petrol,2016.0,Automatic,Cruiser ,2016,Islamabad,26000.0,4608.0,140065.96
Toyota,Petrol,2006.0,Manual,Corolla ,2006,D,300000.0,1300.0,5744.48
Suzuki,Petrol,1985.0,Manual,FX ,1985,Rawalpindi,100000.0,800.0,1276.55
Suzuki,Petrol,2021.0,Manual,Cultus ,2021,Haroonabad,45000.0,1000.0,10460.62
Honda,Petrol,2008.0,Manual,Civic ,2008,Islamabad,147400.0,1800.0,5992.7
Toyota,Petrol,1973.0,Manual,Corolla ,1973,Karachi,111111.0,1200.0,886.49
Toyota,Petrol,2005.0,Automatic,Camry ,2005,Rawalpindi,223500.0,2400.0,8510.34
Suzuki,Petrol,2010.0,Manual,Alto ,2010,Rawalpindi,22000.0,1000.0,5141.66
Suzuki,Petrol,2019.0,Manual,R ,2019,Lahore,40000.0,1000.0,9042.23
Daihatsu,Petrol,2006.0,Manual,Cuore ,2006,Islamabad,123456.0,800.0,3014.08
Toyota,Diesel,2017.0,Automatic,Hilux ,2017,Lahore,78000.0,3000.0,31133.65
Toyota,Diesel,2022.0,Automatic,Hilux ,2022,Karachi,2700.0,2800.0,48225.24
Honda,Petrol,2014.0,Automatic,Civic ,2014,Lahore,87000.0,1800.0,13563.35
Toyota,Hybrid,2015.0,Automatic,Aqua ,2015,Karachi,132000.0,1500.0,14893.09
Toyota,Hybrid,2015.0,Automatic,Aqua ,2015,Karachi,132000.0,1500.0,14893.09
Toyota,Petrol,2007.0,Automatic,Vitz ,2007,Rawalpindi,112976.0,1000.0,6205.45
Toyota,Petrol,2013.0,Automatic,Vitz ,2013,Lahore,75000.0,1000.0,7694.76
Daihatsu,Petrol,2007.0,Manual,Cuore ,2007,Karachi,10000.0,800.0,2109.85
Suzuki,Petrol,2017.0,Manual,Cultus ,2017,Gujranwala,60000.0,1000.0,8864.93
Toyota,Petrol,2012.0,Automatic,Vitz ,2012,Bahawalnagar,100000.0,1000.0,8794.01
Toyota,Petrol,2015.0,Automatic,Passo ,2015,Karachi,90000.0,1000.0,9042.23
Toyota,Petrol,2002.0,Automatic,Corolla ,2002,Karachi,170000.0,1600.0,4077.87
Suzuki,Petrol,2013.0,Manual,Swift ,2013,Islamabad,130000.0,1300.0,6028.16
Daihatsu,Petrol,2006.0,Manual,Cuore ,2006,Lahore,254657.0,800.0,2836.78
Toyota,Petrol,2016.0,Automatic,Passo ,2016,Karachi,67000.0,1000.0,10106.02
Toyota,Petrol,2016.0,Automatic,Prius ,2016,Mandi,52000.0,1800.0,20566.65
Suzuki,Petrol,2018.0,Manual,R ,2018,Karachi,42000.0,1000.0,7003.3
Suzuki,Petrol,2017.0,Manual,R ,2017,Karachi,34000.0,1000.0,7446.54
Toyota,Diesel,2021.0,Automatic,Fortuner ,2021,Karachi,12183.0,2800.0,55317.19
Honda,Petrol,1996.0,Automatic,Accord ,1996,Islamabad,150000.0,2300.0,3368.67
Honda,Petrol,2012.0,Automatic,Freed ,2012,Karachi,80000.0,1500.0,11347.12
Toyota,Petrol,2018.0,Manual,Corolla ,2018,Gujrat,94000.0,1300.0,13297.4
Toyota,Petrol,1988.0,Manual,Corolla ,1988,Attock,99999.0,1500.0,2836.78
Toyota,Petrol,1984.0,Manual,Corolla ,1984,Karachi,40000.0,1300.0,1595.69
Honda,Petrol,2022.0,Automatic,City ,2022,Karachi,2450.0,1500.0,17197.97
Toyota,Petrol,2012.0,Manual,Corolla ,2012,Islamabad,145000.0,1300.0,8155.74
Toyota,Petrol,2006.0,Automatic,Passo ,2006,Islamabad,100000.0,1000.0,5141.66
Toyota,Petrol,2011.0,Automatic,Alpha ,2011,Multan,84580.0,1800.0,13652.0
Toyota,Diesel,2010.0,Automatic,Hilux ,2010,Islamabad,126000.0,3000.0,18616.36
Daihatsu,Petrol,2006.0,Automatic,Cuore ,2006,Peshawar,45000.0,800.0,4787.06
Suzuki,Petrol,1991.0,Manual,Mehran ,1991,Islamabad,235589.0,800.0,1241.09
Toyota,Hybrid,2007.0,Automatic,Prius ,2007,Peshawar,152336.0,1500.0,9219.53
Suzuki,Petrol,2011.0,Manual,Mehran ,2011,Islamabad,21000.0,800.0,2003.48
Suzuki,Petrol,2005.0,Manual,Baleno ,2005,Karachi,150000.0,1300.0,2304.88
Daihatsu,Petrol,2006.0,Automatic,Cuore ,2006,Karachi,112000.0,800.0,2978.62
Suzuki,Petrol,2014.0,Automatic,Alto ,2014,Karachi,92000.0,660.0,7747.95
Toyota,Petrol,1974.0,Manual,Corolla ,1974,Karachi,0.0,1200.0,886.49
Toyota,Petrol,2022.0,Automatic,Corolla ,2022,Karachi,15000.0,1800.0,25531.01
Suzuki,Petrol,2019.0,Manual,APV ,2019,Islamabad,82000.0,1600.0,14183.89
Toyota,Petrol,2020.0,Automatic,Yaris ,2020,Islamabad,19000.0,1500.0,14893.09
Suzuki,Petrol,2015.0,Manual,Cultus ,2015,Gujranwala,40000.0,1000.0,4787.06
Honda,Petrol,1992.0,Manual,Beat ,1992,Islamabad,150000.0,660.0,3900.57
Toyota,Petrol,2018.0,Automatic,Passo ,2018,Islamabad,110000.0,1000.0,12588.21
Toyota,Petrol,2005.0,Automatic,Belta ,2005,Karachi,144000.0,1300.0,6205.45
Toyota,Hybrid,2015.0,Automatic,Aqua ,2015,Lahore,130000.0,1500.0,14893.09
Suzuki,Petrol,2017.0,Manual,Swift ,2017,Karachi,70000.0,1300.0,7038.76
Suzuki,Petrol,2016.0,Manual,Cultus ,2016,Karachi,70238.0,1000.0,5141.66
Toyota,Petrol,2012.0,Automatic,Prius ,2012,Multan,129000.0,1800.0,12499.56
Toyota,Petrol,2015.0,Manual,Corolla ,2015,Islamabad,113500.0,1300.0,9042.23
Toyota,Petrol,2001.0,Automatic,Camry ,2001,Peshawar,11111.0,2200.0,7091.95
Suzuki,Petrol,2014.0,Manual,Mehran ,2014,Islamabad,90000.0,800.0,3723.27
Honda,Hybrid,2019.0,Automatic,Exclusive ,2019,Peshawar,24600.0,1500.0,36168.93
Suzuki,Petrol,2001.0,Manual,Mehran ,2001,Rawalpindi,50000.0,800.0,2588.56
Suzuki,Petrol,2001.0,Manual,Mehran ,2001,Rawalpindi,90000.0,800.0,2553.1
Suzuki,Petrol,2016.0,Automatic,Swift ,2016,Daska,80000.0,1000.0,14112.97
Toyota,Petrol,2009.0,Manual,Corolla ,2009,Swat,143000.0,1300.0,8864.93
Suzuki,Petrol,2022.0,Manual,Cultus ,2022,Sukkur,3088.0,1000.0,13297.4
Honda,Petrol,2022.0,Automatic,Civic ,2022,Islamabad,18500.0,1800.0,24821.81
Toyota,Petrol,2018.0,Automatic,Axio ,2018,Karachi,100000.0,1500.0,20034.75
Suzuki,Petrol,1994.0,Manual,Khyber ,1994,Lahore,115000.0,1000.0,1702.07
Honda,Hybrid,2018.0,Automatic,Vezel ,2018,Rawalpindi,40000.0,1500.0,21275.84
Suzuki,Petrol,2010.0,Manual,Alto ,2010,Lahore,97000.0,1000.0,3900.57
Toyota,Petrol,2018.0,Automatic,Corolla ,2018,Lahore,100000.0,1300.0,13191.02
Honda,Petrol,2022.0,Automatic,Civic ,2022,Pir,15000.0,1500.0,28367.79
Honda,Petrol,2008.0,Automatic,Civic ,2008,Lahore,109000.0,1800.0,8333.04
Honda,Petrol,2005.0,Automatic,Civic ,2005,Karachi,86000.0,1500.0,4893.44
Honda,Petrol,2016.0,Automatic,City ,2016,Karachi,65000.0,1300.0,10106.02
Suzuki,Petrol,2007.0,Manual,Cultus ,2007,Islamabad,150000.0,1000.0,2819.05
Suzuki,Petrol,2015.0,Manual,Swift ,2015,Karachi,80000.0,1300.0,5762.21
Honda,Petrol,2008.0,Automatic,Civic ,2008,Karachi,92000.0,1800.0,5850.86
Nissan,Petrol,2015.0,Automatic,Moco ,2015,Karachi,50000.0,660.0,6560.05
Daihatsu,Petrol,2013.0,Automatic,Hijet ,2013,Karachi,128000.0,660.0,5017.55
Suzuki,Petrol,2011.0,Manual,Bolan ,2011,Multan,51000.0,800.0,1932.56
Suzuki,Petrol,2009.0,Manual,Cultus ,2009,Depal,145000.0,1000.0,3262.3
Toyota,Petrol,2006.0,Automatic,Corolla ,2006,Swabi,200000.0,1500.0,12410.91
Toyota,Petrol,2018.0,Automatic,Vitz ,2018,Abbottabad,84000.0,1000.0,14715.79
Suzuki,Petrol,2014.0,Manual,Bolan ,2014,Rawalpindi,62000.0,800.0,3085.0
Honda,Petrol,2006.0,Automatic,Civic ,2006,Sheikhupura,100000.0,1600.0,7269.25
Toyota,Diesel,2001.0,Automatic,Cruiser ,2001,Rawalpindi,150000.0,4200.0,35459.74
Toyota,Petrol,1982.0,Manual,Corolla ,1982,Lahore,200000.0,1300.0,2464.45
Toyota,Diesel,2021.0,Automatic,Hilux ,2021,Karachi,31000.0,2800.0,37232.72
Toyota,Petrol,2021.0,Automatic,Yaris ,2021,Karachi,17000.0,1300.0,14538.49
Daihatsu,Petrol,2011.0,Automatic,Mira ,2011,Lahore,132000.0,660.0,5815.4
Toyota,Petrol,2005.0,Automatic,Crown ,2005,Islamabad,148000.0,2500.0,20566.65
Nissan,Petrol,2005.0,Manual,Sunny ,2005,Karachi,108210.0,1300.0,4609.77
Honda,Petrol,2018.0,Automatic,City ,2018,Islamabad,58000.0,1500.0,12942.8
Toyota,Petrol,2017.0,Manual,Corolla ,2017,Karachi,61000.0,1300.0,9893.27
Honda,Petrol,2004.0,Manual,City ,2004,Karachi,100000.0,1300.0,4077.87
Honda,Petrol,1998.0,Automatic,Civic ,1998,Rawalpindi,270000.0,1600.0,3120.46
Suzuki,Petrol,2007.0,Manual,Cultus ,2007,Rahim,123456.0,1000.0,2482.18
Suzuki,Petrol,2010.0,Automatic,Alto ,2010,Lahore,120000.0,660.0,5904.05
Honda,Petrol,1996.0,Automatic,Civic ,1996,Islamabad,200000.0,1500.0,3102.73
Toyota,Petrol,2016.0,Automatic,Cruiser ,2016,Lahore,90000.0,4600.0,127655.05
Toyota,Petrol,2019.0,Automatic,Vitz ,2019,Karachi,27000.0,1000.0,15247.69
Toyota,Hybrid,2012.0,Automatic,Alpha ,2012,Karachi,75000.0,1800.0,13120.1
Daihatsu,Petrol,2013.0,Automatic,Move ,2013,Lahore,84250.0,660.0,8067.09
Toyota,Petrol,2007.0,Manual,Corolla ,2007,Sadiqabad,95000.0,1300.0,4432.47
Nissan,Petrol,2020.0,Automatic,Dayz ,2020,Gujranwala,4000.0,660.0,10460.62
Toyota,Petrol,2021.0,Automatic,Corolla ,2021,Karachi,7000.0,1800.0,21630.44
Suzuki,Petrol,2006.0,Manual,Cultus ,2006,Rawalpindi,140000.0,1000.0,2730.4
Toyota,CNG,1988.0,Manual,Corolla ,1988,Haripur,100000.0,1500.0,2907.7
Suzuki,Petrol,2004.0,Manual,Baleno ,2004,Lahore,100000.0,1300.0,3014.08
Toyota,Petrol,1988.0,Manual,Corolla ,1988,Islamabad,100000.0,1500.0,3723.27
Suzuki,Petrol,2008.0,Manual,Alto ,2008,Karachi,100000.0,1000.0,2180.77
Toyota,Petrol,2013.0,Manual,Corolla ,2013,Rawalpindi,150000.0,1300.0,7978.44
Suzuki,Petrol,1999.0,Manual,Mehran ,1999,Rawalpindi,100000.0,800.0,2127.58
Toyota,Petrol,2011.0,Automatic,Prius ,2011,Karachi,130000.0,1800.0,14893.09
Honda,Petrol,1996.0,Manual,Civic ,1996,Karachi,17002.0,1500.0,2694.94
Suzuki,Petrol,2010.0,Automatic,Every ,2010,Peshawar,120000.0,660.0,5957.24
Daihatsu,Petrol,2016.0,Automatic,Hijet ,2016,Multan,65000.0,660.0,4432.47
Toyota,Petrol,2013.0,Automatic,Vitz ,2013,Lahore,160000.0,1000.0,8013.9
Daihatsu,Petrol,2007.0,Manual,Cuore ,2007,Lahore,200000.0,800.0,2925.43
Toyota,Petrol,2007.0,Automatic,Premio ,2007,Islamabad,85000.0,1800.0,13297.4
Nissan,Petrol,2007.0,Automatic,Wingroad ,2007,Islamabad,238496.0,1500.0,6028.16
Toyota,Petrol,2014.0,Automatic,Passo ,2014,Kohat,100000.0,1000.0,9928.73
Toyota,Petrol,2021.0,Automatic,Yaris ,2021,Lahore,18569.0,1300.0,13829.3
Suzuki,Petrol,1996.0,Manual,Khyber ,1996,Islamabad,256000.0,1000.0,1879.37
